2025-03-06 19:31:06,780 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-03-06 19:31:26,782 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - [Bootstrap Server-coaps://0.0.0.0:5688] BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2025-03-06 19:31:26,784 [main] INFO  o.e.californium.core.CoapServer - Starting server
2025-03-06 19:31:26,786 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector starts up 2 sender threads and 2 receiver threads
2025-03-06 19:31:26,787 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on /[0:0:0:0:0:0:0:0]:5687, recv buf = 106496, send buf = 106496, recv packet size = 2048
2025-03-06 19:31:26,787 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coap://0.0.0.0:5687] Started endpoint at coap://[0:0:0:0:0:0:0:0]:5687
2025-03-06 19:31:26,789 [main] INFO  o.e.c.scandium.DTLSConnector - multiple network interfaces, using smallest MTU [IPv4 1500, IPv6 1280]
2025-03-06 19:31:26,791 [DTLS-Receiver-0-/[0:0:0:0:0:0:0:0]:5688] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-0-/[0:0:0:0:0:0:0:0]:5688]
2025-03-06 19:31:26,791 [main] INFO  o.e.c.scandium.DTLSConnector - DTLSConnector listening on /[0:0:0:0:0:0:0:0]:5688, recv buf = 106496, send buf = 106496, recv packet size = 16490, MTU = IPv4 1500 / IPv6 1280
2025-03-06 19:31:26,792 [DTLS-Receiver-1-/[0:0:0:0:0:0:0:0]:5688] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-1-/[0:0:0:0:0:0:0:0]:5688]
2025-03-06 19:31:26,792 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coaps://0.0.0.0:5688] Started endpoint at coaps://[0:0:0:0:0:0:0:0]:5688
2025-03-06 19:31:26,792 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - Bootstrap server started.
2025-03-06 19:31:26,793 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - CoAP over UDP endpoint based on Californium library available at coap://[0:0:0:0:0:0:0:0]:5687.
2025-03-06 19:31:26,794 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - CoAP over DTLS endpoint based on Californium/Scandium library available at coaps://[0:0:0:0:0:0:0:0]:5688.
2025-03-06 19:31:26,796 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Started LwM2M transport bootstrap server.
2025-03-06 19:31:26,866 [main] INFO  o.t.s.t.s.s.SnmpTransportService - SNMP transport service initialized
2025-03-06 19:31:27,296 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [public/index.html]
2025-03-06 19:31:27,698 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2025-03-06 19:31:27,774 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Or [Mvc [pattern='/*.js'], Mvc [pattern='/*.css'], Mvc [pattern='/*.ico'], Mvc [pattern='/assets/**'], Mvc [pattern='/static/**']] with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@38efcadd, org.springframework.security.web.header.HeaderWriterFilter@6cfeec31, org.springframework.web.filter.CorsFilter@1b7286a7, org.springframework.security.web.csrf.CsrfFilter@3988a1cd, org.springframework.security.web.authentication.logout.LogoutFilter@17f11e7e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7e260396, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@472335f4, org.springframework.security.web.access.ExceptionTranslationFilter@4cbe0324, org.springframework.security.web.access.intercept.AuthorizationFilter@56291c7e]
2025-03-06 19:31:27,864 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3aca6405, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4a906d2c, org.springframework.security.web.context.SecurityContextHolderFilter@21525edf, org.springframework.web.filter.CorsFilter@1b7286a7, org.springframework.security.web.authentication.logout.LogoutFilter@44c6e3f5, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@70a1e782, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@6dc2b112, org.thingsboard.server.service.security.auth.rest.RestLoginProcessingFilter@4c113316, org.thingsboard.server.service.security.auth.rest.RestPublicLoginProcessingFilter@3a756784, org.thingsboard.server.service.security.auth.jwt.JwtTokenAuthenticationProcessingFilter@14bc66a6, org.thingsboard.server.service.security.auth.jwt.RefreshTokenProcessingFilter@22f4eb41, org.thingsboard.server.transport.http.config.PayloadSizeFilter@58dad947, org.thingsboard.server.config.RateLimitProcessingFilter@12528701, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@c0ad028, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2f8f1684, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3ffd86b9, org.springframework.security.web.session.SessionManagementFilter@77402fb1, org.springframework.security.web.access.ExceptionTranslationFilter@5b4a09b1, org.springframework.security.web.access.intercept.AuthorizationFilter@6d0d41f4]
2025-03-06 19:31:27,870 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/api/v1/**'] with [org.springframework.security.web.session.DisableEncodeUrlFilter@3798eae1, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1d490b2b, org.springframework.security.web.context.SecurityContextHolderFilter@5b3216b7, org.springframework.security.web.header.HeaderWriterFilter@31197769, org.springframework.web.filter.CorsFilter@1b7286a7, org.springframework.security.web.authentication.logout.LogoutFilter@5b5e24b5, org.thingsboard.server.transport.http.config.PayloadSizeFilter@764380e1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@40324819, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6a4a9fa1, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@62227920, org.springframework.security.web.access.ExceptionTranslationFilter@52ff05a3, org.springframework.security.web.access.intercept.AuthorizationFilter@37f7fc5e]
2025-03-06 19:31:29,127 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2025-03-06 19:31:29,128 [main] INFO  o.s.i.c.PublishSubscribeChannel - Channel 'application.errorChannel' has 1 subscriber(s).
2025-03-06 19:31:29,129 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean '_org.springframework.integration.errorLogger'
2025-03-06 19:31:29,129 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-9090"]
2025-03-06 19:31:29,145 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 9090 (http) with context path ''
2025-03-06 19:31:29,181 [main] INFO  o.t.s.ThingsboardServerApplication - Started ThingsboardServerApplication in 22.888 seconds (process running for 24.137)
2025-03-06 19:31:29,182 [TB-Scheduling-2] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-06 19:31:29,232 [main] INFO  o.t.s.q.c.c.QueueConsumerManager - [TB Version Control] Launching consumer
2025-03-06 19:31:29,233 [main] INFO  o.t.s.q.d.HashPartitionService - Recalculating partitions
2025-03-06 19:31:29,234 [main] INFO  o.t.s.q.d.HashPartitionService - [1f162169a137] Found common server: [TB_CORE, TB_RULE_ENGINE, TB_TRANSPORT, JS_EXECUTOR, TB_VC_EXECUTOR]
2025-03-06 19:31:29,241 [main] INFO  o.t.s.q.d.HashPartitionService - Partitions changed: 
[QK(Main,TB_CORE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(Edge,TB_CORE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2025-03-06 19:31:29,247 [api-usage-scheduled-19-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] CURRENT PARTITIONS: []
2025-03-06 19:31:29,247 [device-state-scheduled-22-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State] CURRENT PARTITIONS: []
2025-03-06 19:31:29,247 [api-usage-scheduled-19-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] NEW PARTITIONS: [TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[5], fullTopicName=tb_core.5, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[6], fullTopicName=tb_core.6, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[3], fullTopicName=tb_core.3, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[4], fullTopicName=tb_core.4, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[1], fullTopicName=tb_core.1, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[2], fullTopicName=tb_core.2, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[0], fullTopicName=tb_core.0, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[9], fullTopicName=tb_core.9, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[7], fullTopicName=tb_core.7, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[8], fullTopicName=tb_core.8, myPartition=true)]
2025-03-06 19:31:29,248 [device-state-scheduled-22-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State] NEW PARTITIONS: [TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[5], fullTopicName=tb_core.5, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[6], fullTopicName=tb_core.6, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[3], fullTopicName=tb_core.3, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[4], fullTopicName=tb_core.4, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[1], fullTopicName=tb_core.1, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[2], fullTopicName=tb_core.2, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[0], fullTopicName=tb_core.0, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[9], fullTopicName=tb_core.9, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[7], fullTopicName=tb_core.7, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[8], fullTopicName=tb_core.8, myPartition=true)]
